_id,host_id,host_url,host_name,host_location,host_response_time,host_thumbnail_url,host_picture_url,host_neighbourhood,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,host_listings_count,host_total_listings_count,host_verifications
24916356,19845527,https://www.airbnb.com/users/show/19845527,Enrico & Mariana,"Porto, Porto District, Portugal",within an hour,https://a0.muscache.com/im/pictures/user/ed3c287b-d3d6-43cd-acec-4648b5c177f1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ed3c287b-d3d6-43cd-acec-4648b5c177f1.jpg?aki_policy=profile_x_medium,,100.0,True,True,True,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
24916415,55132573,https://www.airbnb.com/users/show/55132573,Vanessa,PT,within an hour,https://a0.muscache.com/im/pictures/6eb56701-72c3-430a-a5ad-5cd83c533fce.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/6eb56701-72c3-430a-a5ad-5cd83c533fce.jpg?aki_policy=profile_x_medium,,100.0,False,True,False,4,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
24916551,17085220,https://www.airbnb.com/users/show/17085220,Alice,"Sydney, New South Wales, Australia",within an hour,https://a0.muscache.com/im/users/17085220/profile_pic/1403396808/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/17085220/profile_pic/1403396808/original.jpg?aki_policy=profile_x_medium,,100.0,False,True,False,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
24917020,17088651,https://www.airbnb.com/users/show/17088651,Darren,"Melbourne, Victoria, Australia",within a day,https://a0.muscache.com/im/pictures/8737e805-7e3f-43d1-bda3-343112ef7540.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/8737e805-7e3f-43d1-bda3-343112ef7540.jpg?aki_policy=profile_x_medium,,60.0,False,True,True,2,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
24917622,25644407,https://www.airbnb.com/users/show/25644407,Vera,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,https://a0.muscache.com/im/users/25644407/profile_pic/1420483987/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/25644407/profile_pic/1420483987/original.jpg?aki_policy=profile_x_medium,Copacabana,100.0,True,True,True,6,6,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
24917821,132115648,https://www.airbnb.com/users/show/132115648,Touria,"Montreal, Québec, Canada",,https://a0.muscache.com/im/pictures/7664d685-18ee-49e8-9f97-45b31420cc77.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/7664d685-18ee-49e8-9f97-45b31420cc77.jpg?aki_policy=profile_x_medium,Old Rosemont,,False,True,False,0,0,"['phone', 'facebook']"
2493382,3080717,https://www.airbnb.com/users/show/3080717,Leonor,"Barcelona, Cataluña, Spain",within an hour,https://a0.muscache.com/im/pictures/user/8bb46db6-2248-4ca8-894f-bbe758151797.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8bb46db6-2248-4ca8-894f-bbe758151797.jpg?aki_policy=profile_x_medium,el Fort Pienc,90.0,False,True,True,3,3,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']"
24938559,21615073,https://www.airbnb.com/users/show/21615073,Anas,"Montreal, Quebec, Canada",,https://a0.muscache.com/im/pictures/user/780055de-820c-47d9-b494-51eb1aeeeb84.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/780055de-820c-47d9-b494-51eb1aeeeb84.jpg?aki_policy=profile_x_medium,Old Port,,False,True,False,2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']"
24944774,164714644,https://www.airbnb.com/users/show/164714644,Jian,"Montreal, Quebec, Canada",within an hour,https://a0.muscache.com/im/pictures/user/28b60625-55cc-465f-bb1e-0587615de4b2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/28b60625-55cc-465f-bb1e-0587615de4b2.jpg?aki_policy=profile_x_medium,Rivière-des-Prairies-Pointe-aux-Trembles,100.0,False,True,False,6,6,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
24945999,188598816,https://www.airbnb.com/users/show/188598816,Philipe,PT,within an hour,https://a0.muscache.com/im/pictures/user/489a2283-b371-4799-b74d-771f4dec28f0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/489a2283-b371-4799-b74d-771f4dec28f0.jpg?aki_policy=profile_x_medium,,100.0,False,True,False,1,1,['phone']
24948880,5269198,https://www.airbnb.com/users/show/5269198,Hubert,"Hong Kong, Hong Kong",within a day,https://a0.muscache.com/im/pictures/user/8cb527d6-1819-4ce3-a40d-d56383f6ac36.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8cb527d6-1819-4ce3-a40d-d56383f6ac36.jpg?aki_policy=profile_x_medium,,100.0,False,True,True,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
24952440,5390269,https://www.airbnb.com/users/show/5390269,Branca,"Porto, Porto District, Portugal",within an hour,https://a0.muscache.com/im/pictures/user/9fb23201-d858-4ae3-aa64-d0737c12bb2b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9fb23201-d858-4ae3-aa64-d0737c12bb2b.jpg?aki_policy=profile_x_medium,,100.0,True,True,False,4,4,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
24955954,86742436,https://www.airbnb.com/users/show/86742436,Amalia,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,https://a0.muscache.com/im/pictures/user/93bf7431-b140-4bd7-a978-279c170c6741.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/93bf7431-b140-4bd7-a978-279c170c6741.jpg?aki_policy=profile_x_medium,,90.0,False,True,False,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
24960094,152721241,https://www.airbnb.com/users/show/152721241,Stephen,"Istanbul, Istanbul, Turkey",within an hour,https://a0.muscache.com/im/pictures/user/c6c3ed8d-3ecf-419a-ad01-fb304390c184.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c6c3ed8d-3ecf-419a-ad01-fb304390c184.jpg?aki_policy=profile_x_medium,Şişli,100.0,False,True,False,19,19,"['email', 'phone', 'google', 'reviews']"
24960259,40672033,https://www.airbnb.com/users/show/40672033,Kerem,"Istanbul, İstanbul, Turkey",within a few hours,https://a0.muscache.com/im/pictures/9de2e221-e188-4e74-ac81-69967f5a858c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/9de2e221-e188-4e74-ac81-69967f5a858c.jpg?aki_policy=profile_x_medium,Kadıköy,100.0,False,True,True,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']"
24960623,118337275,https://www.airbnb.com/users/show/118337275,José,"Porto, Porto District, Portugal",within an hour,https://a0.muscache.com/im/pictures/4e693c76-a8af-4e52-9983-4f8dfc4b2ad0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/4e693c76-a8af-4e52-9983-4f8dfc4b2ad0.jpg?aki_policy=profile_x_medium,,100.0,False,True,True,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
24969860,186855237,https://www.airbnb.com/users/show/186855237,Pascale,CA,within a few hours,https://a0.muscache.com/im/pictures/user/cfbc22e2-5a8e-4829-94d0-514fc2da8ace.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cfbc22e2-5a8e-4829-94d0-514fc2da8ace.jpg?aki_policy=profile_x_medium,La Petite-Patrie,100.0,False,True,False,1,1,"['email', 'phone']"
24970484,10344088,https://www.airbnb.com/users/show/10344088,Alexandra,"Montreal, Québec, Canada",,https://a0.muscache.com/im/pictures/d973f1dd-a09b-44f8-a656-fb6c2a8633e8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/d973f1dd-a09b-44f8-a656-fb6c2a8633e8.jpg?aki_policy=profile_x_medium,Villeray,,False,True,False,1,1,"['email', 'phone']"
24972885,54807073,https://www.airbnb.com/users/show/54807073,Karen,Hong Kong,within a few hours,https://a0.muscache.com/im/pictures/828b4960-e7d0-4e08-b9f5-152529c59e09.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/828b4960-e7d0-4e08-b9f5-152529c59e09.jpg?aki_policy=profile_x_medium,,100.0,False,True,False,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
24981028,135868257,https://www.airbnb.com/users/show/135868257,Mui Heung,"Hong Kong, Hong Kong",within an hour,https://a0.muscache.com/im/pictures/89cb1211-75ba-466e-8b5b-842018459b32.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/89cb1211-75ba-466e-8b5b-842018459b32.jpg?aki_policy=profile_x_medium,Mong Kok,100.0,False,True,False,6,6,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
24982210,160726690,https://www.airbnb.com/users/show/160726690,Julian,"Hendrik-Ido-Ambacht, South Holland, Netherlands",within an hour,https://a0.muscache.com/im/pictures/user/e6541c62-303f-46d3-b184-ea95ebf10427.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e6541c62-303f-46d3-b184-ea95ebf10427.jpg?aki_policy=profile_x_medium,,100.0,False,True,False,2,2,"['email', 'phone', 'reviews']"
24993202,188944892,https://www.airbnb.com/users/show/188944892,Mike,Australia,within a day,https://a0.muscache.com/im/pictures/user/dae95f90-a71f-4538-bb6a-6687f87f6daf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dae95f90-a71f-4538-bb6a-6687f87f6daf.jpg?aki_policy=profile_x_medium,Woolloomooloo,100.0,False,True,False,1,1,"['email', 'phone']"
24999091,18933763,https://www.airbnb.com/users/show/18933763,Catherine,US,within an hour,https://a0.muscache.com/im/users/18933763/profile_pic/1406404696/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/18933763/profile_pic/1406404696/original.jpg?aki_policy=profile_x_medium,,100.0,True,True,False,37,37,"['email', 'phone', 'reviews']"
25014628,156562805,https://www.airbnb.com/users/show/156562805,Rachel & Hamza,"Hampstead, Quebec, Canada",within an hour,https://a0.muscache.com/im/pictures/user/cd00a6dd-8846-43e9-abde-f8e123940b05.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cd00a6dd-8846-43e9-abde-f8e123940b05.jpg?aki_policy=profile_x_medium,Downtown Montreal,100.0,True,True,False,18,18,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
25034631,83790158,https://www.airbnb.com/users/show/83790158,Diane,"Montreal, Quebec, Canada",within a few hours,https://a0.muscache.com/im/pictures/17b59b77-e5f8-4e25-941e-1a86890cf764.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/17b59b77-e5f8-4e25-941e-1a86890cf764.jpg?aki_policy=profile_x_medium,Le Plateau,80.0,False,True,False,18,18,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
25061385,179470703,https://www.airbnb.com/users/show/179470703,Bingning,"Honolulu, Hawaii, United States",within an hour,https://a0.muscache.com/im/pictures/user/20581b01-e298-4be7-9e6b-edbfcb2bf920.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/20581b01-e298-4be7-9e6b-edbfcb2bf920.jpg?aki_policy=profile_x_medium,Palolo,100.0,True,True,False,4,4,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
25065550,10496350,https://www.airbnb.com/users/show/10496350,Elite,"Honolulu, Hawaii, United States",within a few hours,https://a0.muscache.com/im/pictures/38aa8ccd-15d3-4481-bb6d-0412c947c4aa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/38aa8ccd-15d3-4481-bb6d-0412c947c4aa.jpg?aki_policy=profile_x_medium,Kuliouou/Kalani Iki,100.0,True,True,False,63,63,"['phone', 'reviews', 'kba']"
25069056,189516806,https://www.airbnb.com/users/show/189516806,Arzu,"Istanbul, Istanbul, Turkey",within a day,https://a0.muscache.com/im/pictures/user/ed74e52b-62a9-4c0a-88fc-763a8fe1e8cc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ed74e52b-62a9-4c0a-88fc-763a8fe1e8cc.jpg?aki_policy=profile_x_medium,Karaköy,81.0,False,True,False,23,23,"['email', 'phone']"
25069374,166541664,https://www.airbnb.com/users/show/166541664,Jovita&Alexandra,"Porto, Porto District, Portugal",within an hour,https://a0.muscache.com/im/pictures/user/58fb5769-e937-4ebe-a921-9c1d284883fa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/58fb5769-e937-4ebe-a921-9c1d284883fa.jpg?aki_policy=profile_x_medium,,100.0,True,True,False,4,4,"['email', 'phone']"
25070084,189519197,https://www.airbnb.com/users/show/189519197,Nikki,"Westmount, Quebec, Canada",within an hour,https://a0.muscache.com/im/pictures/user/72722140-8081-4eb2-b233-55b2b0a66015.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/72722140-8081-4eb2-b233-55b2b0a66015.jpg?aki_policy=profile_x_medium,Le Plateau,100.0,True,True,False,11,11,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
25070327,189049361,https://www.airbnb.com/users/show/189049361,Stephanie,"Barcelona, Catalonia, Spain",within an hour,https://a0.muscache.com/im/pictures/user/4cd21aee-f781-4171-bc46-0343bee330de.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4cd21aee-f781-4171-bc46-0343bee330de.jpg?aki_policy=profile_x_medium,El Gòtic,100.0,False,True,False,2,2,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'government_id']"
25071762,189536798,https://www.airbnb.com/users/show/189536798,Cipriano,PT,within a few hours,https://a0.muscache.com/im/pictures/user/5f88bceb-a9d4-4dab-8720-5c5273576363.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5f88bceb-a9d4-4dab-8720-5c5273576363.jpg?aki_policy=profile_x_medium,,100.0,False,True,False,1,1,"['email', 'phone']"
25082056,42768132,https://www.airbnb.com/users/show/42768132,Özgür,"Istanbul, İstanbul, Turkey",within an hour,https://a0.muscache.com/im/users/42768132/profile_pic/1440775623/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/42768132/profile_pic/1440775623/original.jpg?aki_policy=profile_x_medium,Şişli,100.0,False,True,False,1,1,"['email', 'phone']"
25086367,43068394,https://www.airbnb.com/users/show/43068394,Kevin,"Kihei, Hawaii, United States",within a few hours,https://a0.muscache.com/im/users/43068394/profile_pic/1441104809/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/43068394/profile_pic/1441104809/original.jpg?aki_policy=profile_x_medium,Kihei/Wailea,98.0,False,True,False,17,17,"['email', 'phone', 'reviews']"
25086993,189648471,https://www.airbnb.com/users/show/189648471,Zouggari,CA,within an hour,https://a0.muscache.com/im/pictures/user/0318b9d6-0cb1-43ac-a2f7-3d0f8a903d96.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0318b9d6-0cb1-43ac-a2f7-3d0f8a903d96.jpg?aki_policy=profile_x_medium,Griffintown,100.0,False,True,False,2,2,"['email', 'phone']"
25104160,8580704,https://www.airbnb.com/users/show/8580704,Ekin,"Istanbul, İstanbul, Turkey",within a day,https://a0.muscache.com/im/users/8580704/profile_pic/1393404682/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8580704/profile_pic/1393404682/original.jpg?aki_policy=profile_x_medium,,100.0,False,True,False,1,1,"['email', 'phone']"
25104214,178946299,https://www.airbnb.com/users/show/178946299,Berat,"Beykoz, Istanbul, Turkey",,https://a0.muscache.com/im/pictures/user/a92af4c3-94c3-4400-9ff3-e65579abb028.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a92af4c3-94c3-4400-9ff3-e65579abb028.jpg?aki_policy=profile_x_medium,,,False,True,False,2,2,"['email', 'phone']"
2510866,12854204,https://www.airbnb.com/users/show/12854204,Stacey,AU,,https://a0.muscache.com/im/users/12854204/profile_pic/1394097695/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/12854204/profile_pic/1394097695/original.jpg?aki_policy=profile_x_medium,Potts Point,,False,True,False,1,1,['phone']
25117844,189860417,https://www.airbnb.com/users/show/189860417,Helena,ES,within an hour,https://a0.muscache.com/im/pictures/user/81798696-0c5e-4ddb-aa72-186735f8b1b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/81798696-0c5e-4ddb-aa72-186735f8b1b8.jpg?aki_policy=profile_x_medium,L'Antiga Esquerra de l'Eixample,100.0,True,True,False,2,2,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']"
25118763,189860862,https://www.airbnb.com/users/show/189860862,Cherry,HK,within an hour,https://a0.muscache.com/im/pictures/user/3f895bec-caa9-46e0-88af-f04ee9282019.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3f895bec-caa9-46e0-88af-f04ee9282019.jpg?aki_policy=profile_x_medium,Jordan,93.0,False,True,False,12,12,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
25119033,175622002,https://www.airbnb.com/users/show/175622002,Shawn,"San Diego, California, United States",,https://a0.muscache.com/im/pictures/user/7458a2e5-2c17-4b9d-94dd-344f53c52357.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7458a2e5-2c17-4b9d-94dd-344f53c52357.jpg?aki_policy=profile_x_medium,,,False,True,False,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
25130140,49819978,https://www.airbnb.com/users/show/49819978,Oporto Guest,"Porto, Porto District, Portugal",within an hour,https://a0.muscache.com/im/pictures/2b1f07f1-046b-4c6d-a9a7-38909b8cba54.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/2b1f07f1-046b-4c6d-a9a7-38909b8cba54.jpg?aki_policy=profile_x_medium,,96.0,False,True,False,34,34,"['email', 'phone', 'reviews', 'work_email']"
25134372,189958383,https://www.airbnb.com/users/show/189958383,Ufuk,"Istanbul, Istanbul, Turkey",,https://a0.muscache.com/im/pictures/user/631aed07-5e76-40c4-b9be-5de60f1f18e2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/631aed07-5e76-40c4-b9be-5de60f1f18e2.jpg?aki_policy=profile_x_medium,,,False,True,False,1,1,"['email', 'phone']"
25135972,189965030,https://www.airbnb.com/users/show/189965030,Konrad,"Montreal, Quebec, Canada",,https://a0.muscache.com/im/pictures/user/9c6edbda-357c-4c25-9731-9c76ff508dd2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9c6edbda-357c-4c25-9731-9c76ff508dd2.jpg?aki_policy=profile_x_medium,Le Plateau,,False,True,False,1,1,"['email', 'phone']"
25136779,41950889,https://www.airbnb.com/users/show/41950889,Claude,"Honolulu, Hawaii, United States",within an hour,https://a0.muscache.com/im/pictures/user/663e2185-8959-48ac-811e-21958865b637.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/663e2185-8959-48ac-811e-21958865b637.jpg?aki_policy=profile_x_medium,Diamond Head/Kapahulu/St. Louis Heights,99.0,False,True,True,28,28,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
251414,1318632,https://www.airbnb.com/users/show/1318632,Bahar,"Paris, Île-de-France, France",,https://a0.muscache.com/im/pictures/27f8d3a4-cd00-4d83-9fb0-24cc2bb09870.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/27f8d3a4-cd00-4d83-9fb0-24cc2bb09870.jpg?aki_policy=profile_x_medium,Cihangir,,False,True,False,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
25144253,189829763,https://www.airbnb.com/users/show/189829763,Yannes,"Hong Kong, Hong Kong",within an hour,https://a0.muscache.com/im/pictures/user/bd6e1a7a-92dd-4867-9df4-81e21851ffe0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bd6e1a7a-92dd-4867-9df4-81e21851ffe0.jpg?aki_policy=profile_x_medium,Kennedy Town,100.0,False,True,False,8,8,"['email', 'phone']"
25148829,15915270,https://www.airbnb.com/users/show/15915270,Arianne,"New South Wales, Australia",,https://a0.muscache.com/im/pictures/54605bcd-0288-43d0-84e5-5984fc29c639.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/54605bcd-0288-43d0-84e5-5984fc29c639.jpg?aki_policy=profile_x_medium,,,False,True,True,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
25150521,190059665,https://www.airbnb.com/users/show/190059665,Christiane,"Montreal, Quebec, Canada",within a few hours,https://a0.muscache.com/im/pictures/user/28f0e558-8af8-48ff-99cd-10a3c84e2d06.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/28f0e558-8af8-48ff-99cd-10a3c84e2d06.jpg?aki_policy=profile_x_medium,,100.0,False,True,False,9,9,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
2515976,10796926,https://www.airbnb.com/users/show/10796926,Frederico & Marcela,"Rio, Rio de Janeiro, Brazil",within an hour,https://a0.muscache.com/im/users/10796926/profile_pic/1387979909/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/10796926/profile_pic/1387979909/original.jpg?aki_policy=profile_x_medium,Santa Teresa,100.0,True,True,True,16,16,"['email', 'phone', 'reviews', 'jumio', 'government_id']"
25167125,11490944,https://www.airbnb.com/users/show/11490944,Rachelle,"Montreal, Quebec, Canada",within an hour,https://a0.muscache.com/im/pictures/b07f65b1-5ad0-4570-b489-3a6ecf66a40e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/b07f65b1-5ad0-4570-b489-3a6ecf66a40e.jpg?aki_policy=profile_x_medium,Dorval,100.0,False,True,False,3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
25167361,8272913,https://www.airbnb.com/users/show/8272913,Ricardo,"Porto, Porto District, Portugal",within an hour,https://a0.muscache.com/im/pictures/e3baba33-d228-4456-a760-3c24f9e73627.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/e3baba33-d228-4456-a760-3c24f9e73627.jpg?aki_policy=profile_x_medium,,100.0,False,True,False,12,12,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
25173285,67709885,https://www.airbnb.com/users/show/67709885,Morgan,Hong Kong,within a day,https://a0.muscache.com/im/pictures/user/f5932843-7a27-42cb-be02-367a552abd17.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f5932843-7a27-42cb-be02-367a552abd17.jpg?aki_policy=profile_x_medium,Mong Kok,64.0,False,True,False,77,77,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
25183276,190284645,https://www.airbnb.com/users/show/190284645,Tomás,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,https://a0.muscache.com/im/pictures/user/93d9c417-549e-4aa8-b782-a97401527c03.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/93d9c417-549e-4aa8-b782-a97401527c03.jpg?aki_policy=profile_x_medium,Ipanema,100.0,False,True,False,1,1,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']"
25185445,190263642,https://www.airbnb.com/users/show/190263642,Francisco F,ES,within an hour,https://a0.muscache.com/im/pictures/user/21248739-1647-4193-9277-a87f32e680ea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/21248739-1647-4193-9277-a87f32e680ea.jpg?aki_policy=profile_x_medium,El Clot,100.0,True,True,False,1,1,['phone']
25187510,12243051,https://www.airbnb.com/users/show/12243051,Sonder,"San Francisco, California, United States",within an hour,https://a0.muscache.com/im/pictures/user/c92b0b12-e019-4bb1-b0a8-c0b671096eb2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c92b0b12-e019-4bb1-b0a8-c0b671096eb2.jpg?aki_policy=profile_x_medium,Gay Village,94.0,False,True,False,1198,1198,"['email', 'phone', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']"
25188067,133645169,https://www.airbnb.com/users/show/133645169,Bangoura,"Montreal, Quebec, Canada",,https://a0.muscache.com/im/pictures/bf8983a2-d3e4-4b2c-ae4c-9b4a7ecaf014.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/bf8983a2-d3e4-4b2c-ae4c-9b4a7ecaf014.jpg?aki_policy=profile_x_medium,Cote-des-Neiges-Notre-Dame-de-Grace,,False,True,False,1,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
25189566,31312633,https://www.airbnb.com/users/show/31312633,Gustavo,"Brasília de Minas, State of Minas Gerais, Brazil",within a day,https://a0.muscache.com/im/users/31312633/profile_pic/1429154332/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/31312633/profile_pic/1429154332/original.jpg?aki_policy=profile_x_medium,Copacabana,93.0,False,True,False,2,2,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']"
25200117,123529877,https://www.airbnb.com/users/show/123529877,Kely,Hong Kong,within an hour,https://a0.muscache.com/im/pictures/c921e49e-e263-4402-899a-30ccd91daab2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/c921e49e-e263-4402-899a-30ccd91daab2.jpg?aki_policy=profile_x_medium,Mong Kok,97.0,False,True,True,21,21,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']"
25200703,190411862,https://www.airbnb.com/users/show/190411862,Rui,PT,within an hour,https://a0.muscache.com/im/pictures/user/722dbb3b-9f20-400e-a245-28d3f50dad15.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/722dbb3b-9f20-400e-a245-28d3f50dad15.jpg?aki_policy=profile_x_medium,,100.0,False,True,False,1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']"
25211066,53348598,https://www.airbnb.com/users/show/53348598,Jc,"Montreal, Québec, Canada",within an hour,https://a0.muscache.com/im/pictures/d8250e49-6199-4c5b-be03-137dbe51babd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/d8250e49-6199-4c5b-be03-137dbe51babd.jpg?aki_policy=profile_x_medium,Ahuntsic-Cartierville,100.0,False,True,False,1,1,"['email', 'phone', 'work_email']"
25217878,71421643,https://www.airbnb.com/users/show/71421643,Daniela Carina,"Barcelona, Catalonia, Spain",within a day,https://a0.muscache.com/im/pictures/user/4d6df444-769f-434e-95a9-32b6ca537546.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4d6df444-769f-434e-95a9-32b6ca537546.jpg?aki_policy=profile_x_medium,,78.0,True,True,False,2,2,"['email', 'phone', 'reviews']"
25223461,27698380,https://www.airbnb.com/users/show/27698380,Dmitry,"Mosman, New South Wales, Australia",within an hour,https://a0.muscache.com/im/pictures/user/05e9dbd5-2ea3-4f5a-aa42-ecce68a8e270.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/05e9dbd5-2ea3-4f5a-aa42-ecce68a8e270.jpg?aki_policy=profile_x_medium,Balgowlah,100.0,True,True,False,9,9,"['email', 'phone', 'reviews', 'work_email']"
